1,0.6952387843704777
2,0.6920405209840811
3,0.7441534008683068
4,0.7513603473227206
5,0.7639073806078145
6,0.7640955137481908
7,0.7766136034732273
8,0.777684515195369
9,0.7760926193921854
10,0.7784225759768453
20,0.7875976845151953
30,0.7856439942112882
40,0.7847756874095516
50,0.7834732272069465
60,0.7824167872648338
70,0.7865412445730823
80,0.7837192474674387
90,0.785166425470333
100,0.7815629522431259
200,0.7843704775687408
300,0.7854992764109986
400,0.7837626628075253
500,0.7829232995658466
600,0.7832127351664253
700,0.783502170767004
800,0.7833140376266284
900,0.7824602026049203
1000,0.7829667149059334
