1,0.7217592592592594
2,0.7191203703703702
3,0.7787731481481482
4,0.7821527777777778
5,0.8009722222222223
6,0.8021296296296295
7,0.8107407407407404
8,0.8153935185185187
9,0.8235879629629629
10,0.821574074074074
20,0.8390509259259263
30,0.8442592592592593
40,0.8506018518518517
50,0.8533564814814816
60,0.8516203703703704
70,0.8536111111111111
80,0.8551388888888889
90,0.8581481481481481
100,0.8550925925925924
200,0.8571759259259261
300,0.8556481481481479
400,0.8577314814814814
500,0.8575694444444444
600,0.8580324074074074
700,0.8587962962962963
800,0.8591898148148145
900,0.8590046296296298
1000,0.8574999999999998
