1,0.7498841698841698
2,0.7523166023166022
3,0.8064092664092665
4,0.8147104247104245
5,0.8262934362934363
6,0.8399613899613901
7,0.8466409266409264
8,0.8476061776061776
9,0.8611969111969112
10,0.8606177606177603
20,0.8850579150579151
30,0.8882239382239381
40,0.8960617760617761
50,0.902200772200772
60,0.9005019305019303
70,0.9026254826254825
80,0.9033590733590734
90,0.9030501930501927
100,0.909034749034749
200,0.9133204633204629
300,0.9161003861003861
400,0.9165250965250968
500,0.9176447876447876
600,0.9181853281853283
700,0.9195366795366797
800,0.917915057915058
900,0.9194594594594596
1000,0.9194208494208498
