1,0.7315830115830119
2,0.7308880308880308
3,0.7898069498069498
4,0.7954826254826254
5,0.8041698841698843
6,0.8107335907335907
7,0.8164864864864865
8,0.8168339768339768
9,0.8256370656370657
10,0.8192277992277995
20,0.8345173745173746
30,0.8382625482625481
40,0.836100386100386
50,0.8327413127413127
60,0.8354826254826254
70,0.8363320463320463
80,0.8358687258687262
90,0.8381081081081083
100,0.8374903474903477
200,0.8393050193050194
300,0.8359845559845563
400,0.8362548262548265
500,0.8361776061776064
600,0.8351737451737452
700,0.834864864864865
800,0.8360617760617762
900,0.8355212355212358
1000,0.8366795366795369
