1,0.7218287037037038
2,0.7280787037037038
3,0.774097222222222
4,0.779212962962963
5,0.8005787037037038
6,0.8039814814814816
7,0.8152314814814815
8,0.8092592592592593
9,0.8196296296296295
10,0.8165972222222223
20,0.8320138888888887
30,0.8318518518518516
40,0.8368981481481478
50,0.8361342592592591
60,0.8365740740740741
70,0.8370601851851853
80,0.8394212962962965
90,0.8385648148148148
100,0.8393287037037039
200,0.8388888888888892
300,0.8391203703703703
400,0.8404629629629627
500,0.8400925925925926
600,0.8402083333333334
700,0.841689814814815
800,0.8401851851851851
900,0.8404861111111113
1000,0.8398842592592594
