1,0.6981910274963823
2,0.7059768451519537
3,0.750260492040521
4,0.7591606367583213
5,0.7744862518089722
6,0.7732706222865413
7,0.7857742402315485
8,0.7880318379160636
9,0.7893632416787265
10,0.7858900144717802
20,0.7995513748191029
30,0.8011432706222864
40,0.8008972503617947
50,0.8000578871201156
60,0.8035455861070914
70,0.8014327062228656
80,0.8028364688856731
90,0.8036758321273517
100,0.8023010130246019
200,0.8015195369030392
300,0.8018813314037626
400,0.8027351664254703
500,0.8013314037626627
600,0.8013892908827788
700,0.8023733719247467
800,0.8014037626628077
900,0.8020694645441392
1000,0.8015340086830679
